area,budget,climate,priority,design_id,actual_cost,energy_efficiency,water_efficiency,materials_efficiency,carbon_level,payback_period_years,embodied_carbon
2111,23,hot,materials,2,262867,45,60,75,Medium,999,753
657,45,moderate,materials,2,131194,67,92,75,Low,112,754
1894,35,cold,materials,2,346601,47,72,73,Medium,999,734
1254,74,hot,energy,1,342010,81,72,85,Low,87,859
898,75,cold,water,2,342303,67,100,73,Low,212,738
924,62,cold,water,1,252411,65,88,79,Low,172,795
663,80,cold,water,0,182736,75,98,70,Low,108,708
492,31,hot,energy,1,78258,69,49,62,Medium,82,627
395,23,moderate,materials,1,40285,62,66,79,Medium,82,791
1114,62,moderate,water,0,236459,85,100,64,Low,59,646
1333,64,moderate,water,2,397703,74,100,76,Low,121,765
734,73,moderate,energy,0,205239,95,88,67,Low,61,676
316,20,hot,energy,0,30769,67,40,44,High,55,446
1235,71,cold,materials,1,378207,64,77,97,Low,207,977
1189,60,cold,water,2,316482,62,100,66,Low,208,668
1483,77,hot,water,2,523016,76,91,79,Low,134,799
1135,32,hot,materials,2,181215,55,61,70,Medium,284,708
551,26,moderate,water,0,62440,63,83,46,Medium,82,468
2248,34,moderate,water,0,315119,54,88,57,Medium,290,576
1058,40,moderate,materials,2,206226,73,89,77,Low,84,777
535,82,cold,water,1,165319,71,90,86,Low,145,860
2167,20,hot,water,1,209163,45,69,67,Medium,999,672
481,69,moderate,water,2,144452,84,100,69,Low,86,694
1362,23,cold,materials,1,164218,43,59,80,Medium,999,809
936,24,hot,water,1,107616,50,64,64,Medium,1683,642
1291,74,cold,energy,2,449563,77,93,76,Low,125,760
1379,58,cold,materials,1,344826,59,75,95,Low,263,952
414,50,hot,materials,2,94262,72,73,76,Medium,102,765
2436,90,moderate,materials,0,732445,79,95,93,Low,102,938
1189,41,moderate,water,1,227940,71,88,71,Low,88,717
577,85,cold,materials,0,182052,82,76,89,Low,96,899
798,45,cold,water,0,152264,68,83,59,Medium,101,599
4807,30,cold,energy,1,690546,20,70,67,High,999,679
1291,69,hot,energy,1,352215,81,72,81,Low,87,817
1604,69,moderate,water,0,384454,74,100,69,Low,98,699
1313,29,moderate,energy,0,169522,74,65,55,Medium,52,557
442,61,moderate,materials,0,95620,80,82,80,Low,69,801
696,31,hot,water,1,112477,61,68,66,Medium,140,664
1352,40,moderate,materials,0,196702,69,76,71,Medium,72,718
843,81,moderate,materials,0,224265,83,88,90,Low,79,909
4348,26,cold,energy,1,644620,29,60,67,High,999,675
414,74,cold,water,2,142991,72,100,77,Low,152,776
718,63,cold,materials,0,193679,70,70,80,Medium,129,803
780,55,moderate,energy,2,208871,80,88,64,Low,88,640
958,86,hot,materials,0,315397,89,73,92,Low,83,921
397,31,cold,water,2,61816,54,89,50,Medium,380,509
1754,36,hot,energy,2,350658,66,65,62,Medium,123,627
1160,48,cold,energy,0,228251,72,64,65,Medium,87,653
1082,94,moderate,water,2,416499,92,100,86,Low,91,865
779,53,hot,energy,2,208909,78,67,64,Medium,92,642
1176,73,moderate,materials,0,289233,83,87,84,Low,72,843
779,24,moderate,materials,2,109556,63,79,67,Medium,103,675
308,59,hot,materials,2,80463,68,80,79,Low,138,796
949,83,cold,energy,2,348107,86,89,72,Low,100,724
1215,79,cold,water,1,369239,68,93,89,Low,160,897
2588,62,moderate,energy,1,650342,66,82,79,Low,154,799
310,35,hot,water,0,49725,61,66,46,Medium,134,463
544,80,cold,materials,1,174420,75,78,93,Low,124,933
555,61,moderate,materials,0,129117,79,78,77,Low,78,778
1433,30,hot,water,0,206974,61,65,51,Medium,127,516
455,69,cold,materials,0,112979,80,74,83,Low,82,839
939,89,cold,water,2,405338,80,100,77,Low,142,777
907,65,moderate,energy,2,259259,90,97,70,Low,70,708
3445,66,moderate,energy,2,966048,64,99,68,Low,199,682
756,71,moderate,energy,2,241088,90,94,74,Low,79,740
1930,83,cold,water,2,740382,66,100,82,Low,229,826
975,69,hot,materials,0,246689,78,70,79,Low,89,790
914,63,cold,water,2,300920,67,95,68,Low,188,684
520,50,hot,water,1,117503,62,71,75,Medium,185,753
669,76,cold,water,1,216270,67,90,81,Low,181,818
1167,81,moderate,energy,1,395609,89,90,87,Low,85,873
1866,85,moderate,water,0,581962,81,100,76,Low,99,762
1657,23,cold,energy,2,237480,55,73,62,Medium,248,621
2162,73,moderate,water,2,620000,69,100,74,Low,148,741
379,79,cold,energy,1,125665,86,78,80,Low,91,807
406,62,cold,materials,2,116891,64,83,84,Low,194,841
1045,55,cold,energy,0,234165,74,73,61,Medium,91,618
2168,44,moderate,water,0,359211,62,90,60,Medium,133,607
470,58,moderate,energy,0,90810,88,82,58,Low,49,588
3060,48,hot,energy,2,780808,58,65,65,Medium,300,652
986,55,hot,materials,2,263032,68,71,81,Medium,146,818
1305,34,hot,energy,1,227586,61,58,67,Medium,148,677
1173,45,cold,water,2,294473,63,92,64,Medium,182,642
4673,73,cold,energy,0,1299580,50,78,73,Medium,4478,734
1008,50,hot,water,2,262996,64,84,67,Medium,176,675
1085,54,cold,energy,0,244600,81,72,66,Medium,72,661
1480,34,moderate,water,0,213112,61,87,57,Medium,130,575
925,25,cold,energy,2,139755,64,67,52,Medium,106,520
733,87,hot,energy,2,249997,90,80,81,Low,85,816
665,40,hot,energy,0,102759,77,54,57,Medium,56,570
781,89,cold,materials,1,276312,80,82,99,Low,117,998
843,28,hot,materials,0,113098,67,46,65,Medium,75,653
502,85,cold,energy,2,199775,91,89,71,Low,96,716
1421,55,hot,energy,0,314509,84,58,66,Medium,63,661
1071,51,moderate,energy,1,248569,75,79,74,Low,90,742
925,84,moderate,materials,1,296333,83,91,100,Low,95,1000
822,75,hot,water,1,271877,75,87,82,Low,131,821
954,92,moderate,materials,0,314384,98,89,94,Low,67,948
624,70,hot,water,0,167539,78,75,65,Medium,95,655
1835,50,hot,water,1,436191,56,74,74,Medium,358,743
744,30,hot,water,1,109269,63,69,62,Medium,109,624
1465,25,cold,energy,0,169010,65,61,52,Medium,74,522
888,97,moderate,energy,0,292466,100,98,77,Low,65,779
780,76,cold,water,2,264124,71,100,76,Low,159,760
301,26,cold,water,0,36292,60,76,50,Medium,112,503
982,40,cold,water,1,175595,52,83,71,Medium,709,716
1143,93,hot,materials,2,447416,84,84,97,Low,114,974
1310,98,hot,energy,2,503715,93,89,88,Low,89,882
985,96,cold,water,1,415785,71,100,95,Low,196,953
1300,54,cold,energy,2,370118,67,82,66,Medium,163,662
911,61,moderate,materials,1,243171,76,82,94,Low,101,944
1787,51,hot,water,1,416242,60,71,80,Medium,232,803
1216,55,cold,water,2,342923,64,89,62,Medium,191,626
1850,50,moderate,water,0,332146,70,94,68,Low,89,689
1481,99,moderate,materials,2,624181,85,100,100,Low,119,1000
1012,46,cold,materials,0,200198,62,68,71,Medium,161,711
901,30,hot,energy,0,120527,76,52,48,Medium,50,488
2582,23,moderate,water,0,270784,53,83,51,Medium,328,516
511,65,hot,energy,2,145633,82,72,72,Low,88,725
697,49,moderate,energy,0,134942,89,81,56,Low,48,569
672,64,moderate,energy,1,157450,81,86,81,Low,74,814
2226,95,cold,water,1,784696,65,99,95,Low,223,952
653,55,cold,materials,0,135544,67,65,77,Medium,120,770
981,26,moderate,energy,1,113611,70,72,68,Medium,55,684
458,98,cold,energy,1,164527,90,85,93,Low,89,931
500,29,moderate,materials,0,66896,66,73,67,Medium,79,677
474,35,moderate,materials,1,71363,63,75,85,Medium,108,851
1394,61,cold,water,1,342171,58,91,84,Low,281,846
2327,80,cold,water,0,696630,68,95,72,Low,160,725
1578,43,hot,materials,0,295887,60,56,75,Medium,183,752
1039,100,cold,materials,0,368828,84,85,97,Low,103,974
1997,52,cold,water,1,451696,48,76,81,Medium,999,812
372,54,hot,water,2,100243,67,88,67,Medium,156,674
655,24,hot,water,0,69362,62,62,43,Medium,81,436
724,61,moderate,materials,0,146349,77,81,87,Low,74,878
1448,82,moderate,water,0,416411,83,100,72,Low,84,721
1861,40,moderate,energy,1,324180,65,78,68,Medium,114,687
699,81,cold,materials,0,234132,78,80,88,Low,116,883
1617,42,cold,materials,2,330175,52,83,83,Medium,715,837
1818,96,cold,energy,1,761865,79,86,90,Low,140,904
2699,67,hot,energy,2,905292,64,74,71,Medium,224,716
378,74,hot,water,2,131535,78,93,69,Low,120,697
2298,45,cold,water,0,450146,52,80,62,Medium,732,624
953,81,moderate,materials,0,250428,87,91,90,Low,69,905
495,91,cold,energy,2,213396,86,97,77,Low,117,775
1171,71,moderate,materials,0,299395,83,86,88,Low,77,881
301,76,moderate,materials,0,84551,91,86,82,Low,67,824
1374,70,moderate,materials,0,319056,84,80,89,Low,67,893
308,96,hot,water,1,124148,86,90,86,Low,110,860
1760,33,cold,energy,2,314933,57,70,58,Medium,230,586
561,86,cold,materials,2,239359,76,90,97,Low,163,979
1076,32,hot,water,1,177994,60,65,73,Medium,151,737
1499,59,moderate,energy,1,370604,79,83,80,Low,84,809
787,73,cold,materials,2,278294,73,89,89,Low,147,890
4901,64,cold,energy,2,1642721,36,82,78,Medium,999,781
813,84,hot,water,0,221962,88,86,77,Low,70,772
759,67,cold,energy,2,218425,74,86,69,Low,115,697
817,32,hot,energy,0,109507,77,57,53,Medium,48,537
348,75,cold,materials,0,97330,79,68,83,Low,95,835
797,62,moderate,water,0,166349,80,96,62,Low,67,628
2192,64,cold,water,2,638566,55,98,76,Low,568,764
761,65,hot,water,0,186296,78,75,64,Medium,86,641
1415,27,hot,water,2,215102,61,75,56,Medium,136,566
2088,47,cold,energy,2,458851,56,74,68,Medium,326,681
540,70,cold,energy,0,152388,85,73,67,Low,79,677
420,42,cold,water,0,78771,66,80,52,Medium,113,523
2172,35,cold,water,1,386621,42,77,71,Medium,999,715
1016,22,moderate,materials,1,104469,56,75,75,Medium,159,754
639,54,moderate,materials,2,164504,74,93,84,Low,104,841
434,23,cold,materials,2,64781,50,68,66,Medium,1957,664
552,77,cold,materials,0,163718,78,78,83,Low,102,838
1299,82,hot,energy,2,427084,91,76,78,Low,78,787
1013,39,hot,energy,2,201760,73,68,66,Medium,86,664
1830,43,cold,energy,1,385927,57,66,67,Medium,289,673
972,75,cold,energy,1,331752,83,80,82,Low,103,829
773,43,moderate,water,2,143669,71,100,58,Low,84,583
769,61,moderate,energy,0,172883,91,84,67,Low,54,672
582,31,hot,materials,1,87989,53,51,77,Medium,500,777
306,77,hot,energy,0,92070,97,69,65,Low,63,655
1917,48,cold,water,1,455875,47,83,76,Medium,999,766
1298,57,cold,materials,2,369381,65,81,83,Low,186,833
1645,38,moderate,energy,1,294821,69,71,75,Medium,90,754
1365,22,hot,water,1,159085,49,67,64,Medium,999,641
1236,87,cold,energy,0,435251,86,82,74,Low,97,744
783,50,hot,materials,0,142402,76,54,75,Medium,69,754
355,80,moderate,water,1,99509,77,100,83,Low,102,835
1043,70,cold,water,0,272343,74,90,71,Low,108,716
3991,46,moderate,water,0,722466,47,94,59,Medium,999,591
300,43,hot,energy,1,54692,71,62,69,Medium,86,698
341,39,moderate,materials,1,63864,65,79,85,Low,121,854
1246,40,moderate,materials,2,243314,68,85,83,Low,104,833
1829,22,moderate,energy,1,180525,62,67,65,Medium,78,658
665,72,cold,energy,0,177634,85,77,74,Low,74,740
691,77,hot,materials,1,233443,76,67,98,Low,125,981
726,39,moderate,materials,1,134348,63,78,81,Medium,132,818
376,41,moderate,materials,0,58182,80,77,71,Low,51,713
721,46,cold,energy,2,167212,71,76,61,Medium,106,611
529,73,moderate,materials,2,167558,86,100,84,Low,87,846
558,76,cold,water,1,177581,71,90,82,Low,147,824
2273,73,moderate,water,2,709553,62,100,75,Low,251,752
494,39,hot,materials,1,83146,58,58,87,Medium,192,871
2496,40,hot,water,2,463903,46,78,61,Medium,999,610
681,61,hot,energy,0,156498,85,65,65,Medium,64,659
1086,62,hot,energy,1,270811,78,64,83,Low,86,837
930,28,moderate,energy,2,134473,70,81,52,Medium,69,527
2282,93,cold,materials,0,719061,72,84,100,Low,140,1000
875,34,cold,energy,1,151748,66,65,66,Medium,104,660
1304,90,cold,materials,1,495374,70,80,100,Low,188,1000
725,94,moderate,water,1,268594,88,100,90,Low,96,907
350,27,cold,materials,2,55157,54,72,70,Medium,382,702
1290,72,moderate,energy,0,333694,93,90,69,Low,60,692
885,55,moderate,energy,0,197764,87,80,61,Low,59,617
932,81,hot,energy,2,308344,90,79,77,Low,81,778
1388,76,cold,energy,0,383492,80,76,71,Low,89,710
1360,83,moderate,water,1,430673,82,100,90,Low,98,909
2396,41,moderate,water,1,461074,54,91,75,Medium,462,753
963,53,moderate,materials,2,231742,69,92,80,Low,121,800
1376,62,moderate,water,2,385403,72,100,68,Low,123,685
2177,77,hot,water,1,661209,63,83,86,Low,225,869
1225,66,moderate,materials,2,352699,77,95,87,Low,104,879
706,71,moderate,materials,2,234508,85,100,88,Low,92,882
976,49,hot,materials,1,206507,64,61,91,Medium,144,913
338,35,hot,energy,0,45938,77,55,50,Medium,48,502
3947,25,cold,energy,2,577981,34,71,51,High,999,517
2318,78,moderate,energy,0,651566,79,85,74,Low,95,741
1070,60,moderate,energy,0,251834,99,77,68,Low,47,681
1013,78,cold,materials,1,362236,65,82,100,Low,235,1000
1440,53,cold,materials,0,318213,64,67,79,Medium,153,795
1186,69,cold,energy,0,302780,82,72,67,Medium,79,674
927,24,cold,energy,1,125893,56,59,62,Medium,198,621
1623,70,hot,water,2,463820,69,91,78,Low,149,788
828,38,moderate,water,1,129690,63,96,72,Low,112,721
431,55,cold,energy,1,110524,71,72,70,Medium,119,702
1465,83,cold,materials,2,593821,74,99,94,Low,167,942
605,23,moderate,water,2,77207,59,95,49,Medium,129,497
581,69,cold,energy,2,174224,82,89,66,Low,92,662
1153,69,cold,materials,0,314834,70,72,87,Low,131,877
584,35,hot,materials,0,80462,70,52,67,Medium,67,670
828,40,hot,water,0,142817,71,64,61,Medium,79,618
465,82,cold,energy,2,169880,83,92,76,Low,107,762
561,22,hot,water,1,65500,51,61,56,Medium,672,567
2362,89,moderate,materials,0,746465,75,96,98,Low,122,980
780,41,moderate,materials,2,166871,69,86,70,Low,107,701
811,34,cold,water,1,146444,50,76,70,Medium,3488,702
1695,53,hot,energy,2,426348,70,69,69,Medium,125,695
4506,40,hot,energy,2,910155,39,66,64,Medium,999,645
605,81,hot,energy,1,181208,87,73,85,Low,80,850
326,56,moderate,water,1,73460,79,97,78,Low,76,781
1235,49,cold,materials,2,290356,56,79,85,Medium,349,856
1133,81,moderate,energy,1,359776,94,89,92,Low,71,928
475,76,moderate,energy,2,166890,93,94,74,Low,80,740
988,51,cold,energy,1,210631,65,68,76,Medium,139,761
574,93,hot,energy,0,196076,95,69,70,Low,74,707
1268,95,hot,materials,0,393965,89,74,91,Low,78,919
627,88,cold,water,2,258088,79,100,78,Low,139,788
433,22,cold,energy,1,53458,61,62,54,Medium,108,544
1554,64,cold,water,2,448131,66,94,70,Low,177,705
1177,35,hot,materials,0,175410,64,49,67,Medium,102,677
1878,26,hot,energy,1,255659,56,50,65,Medium,210,655
664,36,cold,energy,2,141134,69,79,60,Medium,106,604
1482,49,moderate,energy,0,254360,85,82,64,Low,48,642
2435,43,hot,water,1,483348,52,76,74,Medium,772,745
643,51,moderate,water,0,130460,75,87,56,Medium,80,562
377,33,moderate,water,0,56285,67,80,51,Medium,86,513
2399,64,hot,materials,1,628253,57,60,97,Medium,346,973
2322,94,moderate,energy,0,704858,92,100,88,Low,71,880
2255,44,cold,energy,1,428565,57,70,75,Medium,244,759
522,49,hot,water,2,130710,70,84,62,Medium,124,628
1097,61,moderate,materials,1,293724,69,82,90,Low,134,900
979,85,hot,materials,0,273167,86,77,86,Low,76,862
1822,62,cold,materials,0,495496,59,73,78,Medium,275,786
848,66,cold,materials,0,201158,75,69,80,Low,92,808
828,26,hot,materials,2,111413,60,62,67,Medium,123,671
657,53,moderate,materials,2,149528,74,92,82,Low,93,829
390,26,moderate,materials,2,49256,64,80,65,Medium,88,659
619,40,cold,water,1,125699,53,84,71,Medium,525,718
1051,40,moderate,energy,2,221167,79,87,58,Low,70,584
982,47,cold,energy,2,224166,78,75,64,Medium,79,649
691,67,cold,water,0,173460,77,90,63,Low,92,634
2175,25,hot,energy,2,324485,62,59,55,Medium,122,554
703,61,hot,energy,0,158685,86,62,64,Medium,61,643
320,69,hot,energy,1,96187,87,71,74,Low,79,746
673,56,moderate,materials,0,137029,78,83,76,Low,72,769
3996,45,cold,energy,1,805593,35,70,76,Medium,999,762
817,78,cold,water,1,272074,73,97,89,Low,140,893
625,64,cold,energy,2,207203,77,83,73,Low,118,731
1183,94,moderate,energy,1,384417,94,100,91,Low,72,910
4234,33,hot,materials,2,711942,29,66,75,Medium,999,752
1201,54,hot,water,2,329895,61,91,69,Medium,237,690
3861,64,cold,materials,0,1015420,42,70,78,Medium,999,783
3468,50,moderate,water,0,628508,50,94,64,Medium,5973,642
1017,54,cold,energy,1,226700,69,69,78,Medium,111,784
631,37,hot,energy,2,114007,70,61,61,Medium,87,615
1390,40,hot,energy,0,209665,73,56,55,Medium,63,550
622,56,hot,materials,2,151222,74,73,84,Low,99,843
419,33,hot,energy,0,62888,71,54,44,Medium,69,445
523,68,cold,materials,2,171401,76,91,79,Low,122,794
463,46,moderate,energy,0,75703,85,73,53,Medium,45,537
923,31,hot,water,0,131781,64,66,53,Medium,96,532
824,57,moderate,materials,1,176614,74,84,91,Low,87,916
1136,40,hot,water,0,203843,64,78,56,Medium,124,568
1002,87,hot,water,0,314397,89,85,70,Low,79,704
632,75,cold,water,1,197030,73,95,77,Low,134,777
771,29,cold,water,2,117651,51,85,52,Medium,1474,525
559,77,cold,energy,1,165463,84,73,79,Low,86,797
2263,75,cold,water,2,853384,56,100,82,Low,584,825
589,65,hot,water,1,150388,70,81,79,Low,122,790
579,50,hot,materials,1,124682,66,60,90,Medium,130,906
1173,28,hot,water,1,156140,55,71,70,Medium,255,700
314,54,cold,materials,2,88911,66,81,83,Low,168,838
2182,73,hot,energy,1,612020,72,70,87,Low,123,879
688,59,cold,energy,2,186575,79,84,60,Medium,92,605
1288,39,moderate,energy,1,239425,70,76,73,Medium,90,736
927,26,hot,energy,2,135827,65,62,55,Medium,96,552
1072,52,moderate,water,0,213991,81,95,54,Low,64,541
1463,61,moderate,energy,2,403687,79,98,65,Low,93,656
709,67,cold,energy,0,196167,82,77,66,Low,84,664
349,29,cold,materials,2,60565,50,74,67,Medium,4049,676
2437,34,moderate,energy,2,452865,65,84,58,Medium,123,589
365,46,moderate,materials,0,62158,75,76,67,Medium,67,672
513,32,cold,energy,2,97937,62,75,58,Medium,147,580
2057,75,cold,water,0,553734,74,91,68,Low,108,681
3675,44,cold,materials,0,637374,42,65,70,Medium,999,709
1142,80,moderate,energy,1,379280,89,89,82,Low,83,829
1184,44,moderate,water,2,250065,72,100,63,Low,92,638
1329,32,moderate,energy,2,231952,72,79,56,Medium,78,565
1472,77,cold,energy,0,454688,79,78,72,Low,104,721
340,44,cold,energy,0,64877,76,64,59,Medium,72,590
1256,81,cold,energy,2,462498,80,91,72,Low,119,728
2456,65,moderate,materials,0,564343,68,88,84,Low,124,843
663,80,cold,energy,1,231100,85,79,86,Low,98,867
588,70,moderate,water,2,174072,78,100,71,Low,104,717
1254,31,moderate,materials,2,205066,64,83,72,Medium,110,726
1049,22,cold,water,0,111764,54,72,49,Medium,241,495
940,96,moderate,energy,1,345477,97,95,91,Low,76,914
1067,81,hot,water,0,293946,79,82,75,Low,92,756
4765,81,hot,water,0,1394642,51,83,71,Medium,1544,714
1664,74,moderate,materials,2,572245,73,100,90,Low,149,907
697,46,cold,water,2,153001,59,95,58,Medium,240,588
1440,37,cold,energy,0,225519,69,67,56,Medium,81,560
1180,64,moderate,water,2,305706,70,100,72,Low,124,727
2135,54,cold,water,2,563618,54,95,65,Medium,658,656
659,77,hot,energy,0,202101,93,70,66,Low,70,667
1970,62,moderate,water,0,438444,71,96,60,Low,103,604
780,45,hot,energy,2,156920,78,72,63,Medium,69,639
500,34,cold,energy,0,82736,71,61,53,Medium,78,535
2232,31,moderate,energy,2,361814,61,82,51,Medium,136,519
765,59,cold,energy,2,210572,73,80,64,Medium,117,647
341,84,hot,energy,1,122316,83,71,83,Low,106,830
1173,53,cold,water,0,246087,66,79,61,Medium,125,617
461,69,moderate,materials,2,128812,79,98,78,Low,96,782
319,96,moderate,water,2,124997,94,100,83,Low,88,837
4886,85,cold,water,1,1657240,35,96,90,Medium,999,901
4852,24,hot,materials,2,700803,20,55,74,High,999,740
397,23,hot,materials,1,44480,52,51,75,Medium,442,754
979,85,moderate,materials,0,276783,90,94,91,Low,70,915
2187,82,moderate,water,1,703015,65,100,87,Low,205,879
433,94,moderate,energy,0,143312,100,92,68,Low,66,685
1916,67,moderate,materials,1,487431,65,90,100,Low,166,1000
796,51,cold,water,0,185620,67,85,60,Medium,136,600
1473,88,hot,water,2,599524,78,100,81,Low,143,813
2173,77,cold,materials,1,725947,60,77,100,Low,308,1000
1283,44,hot,energy,2,275488,75,68,66,Medium,85,664
783,79,cold,materials,0,240660,75,80,83,Low,122,835
1316,41,hot,materials,2,294704,55,64,75,Medium,379,754
2133,59,hot,energy,0,517754,67,59,65,Medium,135,657
1120,24,moderate,water,1,126349,59,88,68,Medium,116,684
485,86,moderate,energy,0,143471,99,83,69,Low,59,697
939,53,cold,energy,1,217787,72,68,77,Medium,100,771
3517,36,cold,materials,2,641300,28,80,80,Medium,999,806
797,49,hot,energy,1,190022,75,54,75,Medium,92,753
1737,26,moderate,water,0,183117,59,89,51,Medium,110,511
1700,91,moderate,water,1,618992,76,100,91,Low,136,919
404,82,cold,energy,1,143996,87,77,79,Low,96,794
467,51,cold,materials,0,106832,68,69,69,Medium,125,697
4684,47,cold,energy,0,923714,43,67,65,Medium,999,655
1829,55,cold,materials,1,445371,54,68,89,Medium,575,895
502,64,hot,energy,1,127969,80,62,74,Medium,84,742
1188,37,moderate,water,1,203673,63,84,69,Medium,122,693
2681,21,moderate,water,2,326528,43,93,51,Medium,999,511
1419,41,moderate,materials,2,264646,63,90,81,Low,143,812
